10322

0	0	1e+10
0	12	0.333333
0	123	-1.33333
0	882	0.0166667

1	1	1e+10
1	12	0.166667
1	13	0.333333
1	122	-0.666667
1	128	-1.33333

2	2	1e+10
2	13	0.166667
2	14	0.333333
2	127	-0.666667
2	132	-1.33333

3	3	1e+10
3	14	0.166667
3	15	0.333333
3	131	-0.666667
3	136	-1.33333

4	4	1e+10
4	15	0.166667
4	16	0.333333
4	135	-0.666667
4	140	-1.33333

5	5	1e+10
5	16	0.166667
5	17	0.333333
5	139	-0.666667
5	144	-1.33333

6	6	1e+10
6	17	0.166667
6	18	0.333333
6	143	-0.666667
6	148	-1.33333

7	7	1e+10
7	18	0.166667
7	19	0.333333
7	147	-0.666667
7	152	-1.33333

8	8	1e+10
8	19	0.166667
8	20	0.333333
8	151	-0.666667
8	156	-1.33333

9	9	1e+10
9	20	0.166667
9	21	0.333333
9	155	-0.666667
9	160	-1.33333

10	10	1e+10
10	21	0.166667
10	159	-0.666667
10	892	-0.0166667

11	11	1e+10
11	12	0.166667
11	23	0.333333
11	124	-0.666667
11	163	-1.33333
11	893	0.0166667

12	0	0.333333
12	1	0.166667
12	11	0.166667
12	12	4
12	13	0.166667
12	23	0.166667
12	24	0.333333
12	122	-0.666667
12	123	-1.33333
12	124	-0.666667
12	129	-0.666667
12	162	-0.666667
12	167	-1.33333

13	1	0.333333
13	2	0.166667
13	12	0.166667
13	13	4
13	14	0.166667
13	24	0.166667
13	25	0.333333
13	127	-0.666667
13	128	-1.33333
13	129	-0.666667
13	133	-0.666667
13	166	-0.666667
13	170	-1.33333

14	2	0.333333
14	3	0.166667
14	13	0.166667
14	14	4
14	15	0.166667
14	25	0.166667
14	26	0.333333
14	131	-0.666667
14	132	-1.33333
14	133	-0.666667
14	137	-0.666667
14	169	-0.666667
14	173	-1.33333

15	3	0.333333
15	4	0.166667
15	14	0.166667
15	15	4
15	16	0.166667
15	26	0.166667
15	27	0.333333
15	135	-0.666667
15	136	-1.33333
15	137	-0.666667
15	141	-0.666667
15	172	-0.666667
15	176	-1.33333

16	4	0.333333
16	5	0.166667
16	15	0.166667
16	16	4
16	17	0.166667
16	27	0.166667
16	28	0.333333
16	139	-0.666667
16	140	-1.33333
16	141	-0.666667
16	145	-0.666667
16	175	-0.666667
16	179	-1.33333

17	5	0.333333
17	6	0.166667
17	16	0.166667
17	17	4
17	18	0.166667
17	28	0.166667
17	29	0.333333
17	143	-0.666667
17	144	-1.33333
17	145	-0.666667
17	149	-0.666667
17	178	-0.666667
17	182	-1.33333

18	6	0.333333
18	7	0.166667
18	17	0.166667
18	18	4
18	19	0.166667
18	29	0.166667
18	30	0.333333
18	147	-0.666667
18	148	-1.33333
18	149	-0.666667
18	153	-0.666667
18	181	-0.666667
18	185	-1.33333

19	7	0.333333
19	8	0.166667
19	18	0.166667
19	19	4
19	20	0.166667
19	30	0.166667
19	31	0.333333
19	151	-0.666667
19	152	-1.33333
19	153	-0.666667
19	157	-0.666667
19	184	-0.666667
19	188	-1.33333

20	8	0.333333
20	9	0.166667
20	19	0.166667
20	20	4
20	21	0.166667
20	31	0.166667
20	32	0.333333
20	155	-0.666667
20	156	-1.33333
20	157	-0.666667
20	161	-0.666667
20	187	-0.666667
20	191	-1.33333

21	9	0.333333
21	10	0.166667
21	20	0.166667
21	21	1e+10
21	32	0.166667
21	159	-0.666667
21	160	-1.33333
21	161	-0.666667
21	190	-0.666667
21	903	-0.0166667

22	22	1e+10
22	23	0.166667
22	34	0.333333
22	164	-0.666667
22	194	-1.33333
22	904	0.0166667

23	11	0.333333
23	12	0.166667
23	22	0.166667
23	23	4
23	24	0.166667
23	34	0.166667
23	35	0.333333
23	162	-0.666667
23	163	-1.33333
23	164	-0.666667
23	168	-0.666667
23	193	-0.666667
23	198	-1.33333

24	12	0.333333
24	13	0.166667
24	23	0.166667
24	24	4
24	25	0.166667
24	35	0.166667
24	36	0.333333
24	166	-0.666667
24	167	-1.33333
24	168	-0.666667
24	171	-0.666667
24	197	-0.666667
24	201	-1.33333

25	13	0.333333
25	14	0.166667
25	24	0.166667
25	25	4
25	26	0.166667
25	36	0.166667
25	37	0.333333
25	169	-0.666667
25	170	-1.33333
25	171	-0.666667
25	174	-0.666667
25	200	-0.666667
25	204	-1.33333

26	14	0.333333
26	15	0.166667
26	25	0.166667
26	26	4
26	27	0.166667
26	37	0.166667
26	38	0.333333
26	172	-0.666667
26	173	-1.33333
26	174	-0.666667
