0	0	5.18519
0	4	1.03704
0	5	-0.518519
0	6	-1.03704
0	7	-3.11111
0	11	-1.03704
0	12	-0.518519

1	1	15.9259
1	2	6.81481
1	4	2.96296
1	5	-1.48148
1	6	-15.4074
1	7	-0.296296
1	8	-23.4074
1	9	14.8889

2	1	6.81481
2	2	9.37037
2	4	4.03704
2	6	-5.03704
2	8	-13.9259
2	9	-1.25926
2	10	4.66667
2	11	-4.66667

3	3	5
3	4	5.74074
3	7	-0.518519
3	9	-5.33333
3	10	5.33333
3	11	-9.85185
3	12	-0.37037

4	0	1.03704
4	1	2.96296
4	2	4.03704
4	3	5.74074
4	4	16.5926
4	5	1.25926
4	6	-5.7037
4	7	-1.7037
4	8	-3.25926
4	9	-14.5926
4	10	14.8889
4	11	-21.4074
4	12	0.148148

5	0	-0.518519
5	1	-1.48148
5	4	1.25926
5	5	7.03704
5	6	-4.2963
5	7	-2

6	0	-1.03704
6	1	-15.4074
6	2	-5.03704
6	4	-5.7037
6	5	-4.2963
6	6	23.2593
6	7	1.92593
6	8	23.1852
6	9	-16.8889

7	0	-3.11111
7	1	-0.296296
7	3	-0.518519
7	4	-1.7037
7	5	-2
7	6	1.92593
7	7	6.22222
7	11	0.148148
7	12	-0.666667

8	1	-23.4074
8	2	-13.9259
8	4	-3.25926
8	6	23.1852
8	8	41.4074
8	9	-24

9	1	14.8889
9	2	-1.25926
9	3	-5.33333
9	4	-14.5926
9	6	-16.8889
9	8	-24
9	9	41.4074
9	10	-19.1111
9	11	24.8889

10	2	4.66667
10	3	5.33333
10	4	14.8889
10	9	-19.1111
10	10	16
10	11	-21.7778

11	0	-1.03704
11	2	-4.66667
11	3	-9.85185
11	4	-21.4074
11	7	0.148148
11	9	24.8889
11	10	-21.7778
11	11	36.2222
11	12	-2.51852

12	0	-0.518519
12	3	-0.37037
12	4	0.148148
12	7	-0.666667
12	11	-2.51852
12	12	3.92593

