0	0	1e+30
0	1	0.166667
0	41	0.166667
0	1681	-0.666667
0	1685	-0.666667
0	13122	0.00416667

1	0	0.166667
1	1	1e+30
1	2	0.166667
1	42	0.333333
1	1681	-0.666667
1	1682	-1.33333
1	1686	-0.666667

2	1	0.166667
2	2	1e+30
2	3	0.166667
2	43	0.333333
2	1686	-0.666667
2	1687	-1.33333
2	1690	-0.666667

3	2	0.166667
3	3	1e+30
3	4	0.166667
3	44	0.333333
3	1690	-0.666667
3	1691	-1.33333
3	1694	-0.666667

4	3	0.166667
4	4	1e+30
4	5	0.166667
4	45	0.333333
4	1694	-0.666667
4	1695	-1.33333
4	1698	-0.666667

5	4	0.166667
5	5	1e+30
5	6	0.166667
5	46	0.333333
5	1698	-0.666667
5	1699	-1.33333
5	1702	-0.666667

6	5	0.166667
6	6	1e+30
6	7	0.166667
6	47	0.333333
6	1702	-0.666667
6	1703	-1.33333
6	1706	-0.666667

7	6	0.166667
7	7	1e+30
7	8	0.166667
7	48	0.333333
7	1706	-0.666667
7	1707	-1.33333
7	1710	-0.666667

8	7	0.166667
8	8	1e+30
8	9	0.166667
8	49	0.333333
8	1710	-0.666667
8	1711	-1.33333
8	1714	-0.666667

9	8	0.166667
9	9	1e+30
9	10	0.166667
9	50	0.333333
9	1714	-0.666667
9	1715	-1.33333
9	1718	-0.666667

10	9	0.166667
10	10	1e+30
10	11	0.166667
10	51	0.333333
10	1718	-0.666667
10	1719	-1.33333
10	1722	-0.666667

11	10	0.166667
11	11	1e+30
11	12	0.166667
11	52	0.333333
11	1722	-0.666667
11	1723	-1.33333
11	1726	-0.666667

12	11	0.166667
12	12	1e+30
12	13	0.166667
12	53	0.333333
12	1726	-0.666667
12	1727	-1.33333
12	1730	-0.666667

13	12	0.166667
13	13	1e+30
13	14	0.166667
13	54	0.333333
13	1730	-0.666667
13	1731	-1.33333
13	1734	-0.666667

14	13	0.166667
14	14	1e+30
14	15	0.166667
14	55	0.333333
14	1734	-0.666667
14	1735	-1.33333
14	1738	-0.666667

15	14	0.166667
15	15	1e+30
15	16	0.166667
15	56	0.333333
15	1738	-0.666667
15	1739	-1.33333
15	1742	-0.666667

16	15	0.166667
16	16	1e+30
16	17	0.166667
16	57	0.333333
16	1742	-0.666667
16	1743	-1.33333
16	1746	-0.666667

17	16	0.166667
17	17	1e+30
17	18	0.166667
17	58	0.333333
17	1746	-0.666667
17	1747	-1.33333
17	1750	-0.666667

18	17	0.166667
18	18	1e+30
18	19	0.166667
18	59	0.333333
18	1750	-0.666667
18	1751	-1.33333
18	1754	-0.666667

19	18	0.166667
19	19	1e+30
19	20	0.166667
19	60	0.333333
19	1754	-0.666667
19	1755	-1.33333
19	1758	-0.666667

20	19	0.166667
20	20	1e+30
20	21	0.166667
20	61	0.333333
20	1758	-0.666667
20	1759	-1.33333
20	1762	-0.666667

21	20	0.166667
21	21	1e+30
21	22	0.166667
21	62	0.333333
21	1762	-0.666667
21	1763	-1.33333
21	1766	-0.666667

22	21	0.166667
22	22	1e+30
22	23	0.166667
22	63	0.333333
22	1766	-0.666667
22	1767	-1.33333
22	1770	-0.666667

23	22	0.166667
23	23	1e+30
23	24	0.166667
23	64	0.333333
23	1770	-0.666667
23	1771	-1.33333
23	1774	-0.666667

24	23	0.166667
24	24	1e+30
24	25	0.166667
24	65	0.333333
24	1774	-0.666667
24	1775	-1.33333
24	1778	-0.666667

25	24	0.166667
25	25	1e+30
25	26	0.166667
25	66	0.333333
25	1778	-0.666667
25	1779	-1.33333
25	1782	-0.666667

26	25	0.166667
26	26	1e+30
26	27	0.166667
26	67	0.333333
26	1782	-0.666667
26	1783	-1.33333
26	1786	-0.666667

27	26	0.166667
27	27	1e+30
27	28	0.166667
27	68	0.333333
27	1786	-0.666667
27	1787	-1.33333
27	1790	-0.666667

28	27	0.166667
28	28	1e+30
28	29	0.166667
28	69	0.333333
28	1790	-0.666667
28	1791	-1.33333
28	1794	-0.666667

29	28	0.166667
29	29	1e+30
29	30	0.166667
29	70	0.333333
29	1794	-0.666667
29	1795	-1.33333
29	1798	-0.666667

30	29	0.166667
30	30	1e+30
30	31	0.166667
30	71	0.333333
30	1798	-0.666667
30	1799	-1.33333
30	1802	-0.666667

31	30	0.166667
31	31	1e+30
31	32	0.166667
31	72	0.333333
31	1802	-0.666667
31	1803	-1.33333
31	1806	-0.666667

32	31	0.166667
32	32	1e+30
32	33	0.166667
32	73	0.333333
32	1806	-0.666667
32	1807	-1.33333
32	1810	-0.666667

33	32	0.166667
33	33	1e+30
33	34	0.166667
33	74	0.333333
33	1810	-0.666667
33	1811	-1.33333
33	1814	-0.666667

34	33	0.166667
34	34	1e+30
34	35	0.166667
34	75	0.333333
34	1814	-0.666667
34	1815	-1.33333
34	1818	-0.666667

35	34	0.166667
35	35	1e+30
35	36	0.166667
35	76	0.333333
35	1818	-0.666667
35	1819	-1.33333
35	1822	-0.666667

36	35	0.166667
36	36	1e+30
36	37	0.166667
36	77	0.333333
36	1822	-0.666667
36	1823	-1.33333
36	1826	-0.666667

37	36	0.166667
37	37	1e+30
37	38	0.166667
37	78	0.333333
37	1826	-0.666667
37	1827	-1.33333
37	1830	-0.666667

38	37	0.166667
38	38	1e+30
38	39	0.166667
38	79	0.333333
38	1830	-0.666667
38	1831	-1.33333
38	1834	-0.666667

39	38	0.166667
39	39	1e+30
39	40	0.166667
39	80	0.333333
39	1834	-0.666667
39	1835	-1.33333
39	1838	-0.666667

40	39	0.166667
40	40	1e+30
40	81	0.166667
40	1838	-0.666667
40	1839	-0.666667
40	13162	-0.00416667

41	0	0.166667
41	41	1e+30
41	42	0.333333
41	82	0.166667
41	1684	-1.33333
41	1685	-0.666667
41	1845	-0.666667
41	13163	0.00833333

42	1	0.333333
42	41	0.333333
42	42	4
42	43	0.333333
42	83	0.333333
42	1682	-1.33333
42	1684	-1.33333
42	1689	-1.33333
42	1842	-1.33333

43	2	0.333333
43	42	0.333333
43	43	4
43	44	0.333333
43	84	0.333333
43	1687	-1.33333
43	1689	-1.33333
43	1693	-1.33333
43	1846	-1.33333

44	3	0.333333
44	43	0.333333
44	44	4
44	45	0.333333
44	85	0.333333
44	1691	-1.33333
44	1693	-1.33333
44	1697	-1.33333
44	1849	-1.33333

45	4	0.333333
45	44	0.333333
45	45	4
45	46	0.333333
45	86	0.333333
45	1695	-1.33333
45	1697	-1.33333
45	1701	-1.33333
45	1852	-1.33333

46	5	0.333333
46	45	0.333333
46	46	4
46	47	0.333333
46	87	0.333333
46	1699	-1.33333
46	1701	-1.33333
46	1705	-1.33333
46	1855	-1.33333

47	6	0.333333
47	46	0.333333
47	47	4
47	48	0.333333
47	88	0.333333
47	1703	-1.33333
47	1705	-1.33333
47	1709	-1.33333
47	1858	-1.33333

48	7	0.333333
48	47	0.333333
48	48	4
48	49	0.333333
48	89	0.333333
48	1707	-1.33333
48	1709	-1.33333
48	1713	-1.33333
48	1861	-1.33333

49	8	0.333333
49	48	0.333333
49	49	4
49	50	0.333333
49	90	0.333333
49	1711	-1.33333
49	1713	-1.33333
49	1717	-1.33333
49	1864	-1.33333

50	9	0.333333
50	49	0.333333
50	50	4
50	51	0.333333
50	91	0.333333
50	1715	-1.33333
50	1717	-1.33333
50	1721	-1.33333
50	1867	-1.33333

51	10	0.333333
51	50	0.333333
51	51	4
51	52	0.333333
51	92	0.333333
51	1719	-1.33333
51	1721	-1.33333
51	1725	-1.33333
51	1870	-1.33333

52	11	0.333333
52	51	0.333333
52	52	4
52	53	0.333333
52	93	0.333333
52	1723	-1.33333
52	1725	-1.33333
52	1729	-1.33333
52	1873	-1.33333

53	12	0.333333
53	52	0.333333
53	53	4
53	54	0.333333
53	94	0.333333
53	1727	-1.33333
53	1729	-1.33333
53	1733	-1.33333
53	1876	-1.33333

54	13	0.333333
54	53	0.333333
54	54	4
54	55	0.333333
54	95	0.333333
54	1731	-1.33333
54	1733	-1.33333
54	1737	-1.33333
54	1879	-1.33333

55	14	0.333333
55	54	0.333333
55	55	4
55	56	0.333333
55	96	0.333333
55	1735	-1.33333
55	1737	-1.33333
55	1741	-1.33333
55	1882	-1.33333

56	15	0.333333
56	55	0.333333
56	56	4
56	57	0.333333
56	97	0.333333
56	1739	-1.33333
56	1741	-1.33333
56	1745	-1.33333
56	1885	-1.33333

57	16	0.333333
57	56	0.333333
57	57	4
57	58	0.333333
57	98	0.333333
